epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
240,24858.4,0.81033,0.4852,0.08503,0.0183,0.82059,0.73144,0.784,0.61248,1.01681,1.15144,0.11974,0.00812,0.0229017,0.0076339,0.0229017,0.0076339,0.0229017,0.0076339,0.0229017,0.0076339
241,24952.6,0.79084,0.47312,0.08893,0.0174,0.79469,0.75987,0.79877,0.61574,1.02543,1.16535,0.11615,0.01032,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
242,25047.2,0.79638,0.49354,0.0826,0.01734,0.79201,0.74596,0.77337,0.59877,0.99299,1.08532,0.11008,0.00882,0.0228423,0.0076141,0.0228423,0.0076141,0.0228423,0.0076141,0.0228423,0.0076141
243,25142.1,0.78432,0.48576,0.07811,0.01781,0.80573,0.74566,0.77495,0.58898,1.04133,1.12729,0.1112,0.00793,0.0228126,0.0076042,0.0228126,0.0076042,0.0228126,0.0076042,0.0228126,0.0076042
244,25238,0.80806,0.47465,0.07574,0.01737,0.81161,0.77251,0.78646,0.59689,1.04178,1.06438,0.11404,0.00955,0.0227829,0.0075943,0.0227829,0.0075943,0.0227829,0.0075943,0.0227829,0.0075943
245,25332.3,0.79546,0.47736,0.08274,0.01755,0.8055,0.76545,0.78481,0.59691,1.06131,1.06204,0.11445,0.01238,0.0227532,0.0075844,0.0227532,0.0075844,0.0227532,0.0075844,0.0227532,0.0075844
246,25427.1,0.78025,0.48273,0.08222,0.01621,0.80977,0.72828,0.77589,0.58186,1.06258,1.09316,0.11416,0.01147,0.0227235,0.0075745,0.0227235,0.0075745,0.0227235,0.0075745,0.0227235,0.0075745
247,25521.4,0.77599,0.46366,0.08375,0.0171,0.79339,0.72828,0.77733,0.58343,1.05256,1.19624,0.11542,0.01051,0.0226938,0.0075646,0.0226938,0.0075646,0.0226938,0.0075646,0.0226938,0.0075646
248,25620.2,0.81229,0.4888,0.08079,0.01792,0.81561,0.71406,0.77111,0.58959,1.04673,1.16554,0.10904,0.0105,0.0226641,0.0075547,0.0226641,0.0075547,0.0226641,0.0075547,0.0226641,0.0075547
249,25714.3,0.78336,0.48926,0.07858,0.01798,0.78477,0.74882,0.78499,0.6005,1.02293,1.11808,0.10871,0.00988,0.0226344,0.0075448,0.0226344,0.0075448,0.0226344,0.0075448,0.0226344,0.0075448
250,25809.2,0.78657,0.49954,0.07815,0.01803,0.82262,0.72828,0.79413,0.61389,1.02138,1.11828,0.10768,0.01083,0.0226047,0.0075349,0.0226047,0.0075349,0.0226047,0.0075349,0.0226047,0.0075349
251,25903.8,0.77717,0.48458,0.0767,0.01802,0.78457,0.76303,0.78552,0.61371,1.03903,1.11722,0.10886,0.01003,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
252,25999.4,0.7888,0.47417,0.07636,0.01805,0.81816,0.71406,0.78499,0.61056,1.05609,1.13509,0.10796,0.00926,0.0225453,0.0075151,0.0225453,0.0075151,0.0225453,0.0075151,0.0225453,0.0075151
253,26094.4,0.7703,0.47199,0.07329,0.01544,0.82471,0.77725,0.79243,0.60099,1.05225,0.9855,0.10646,0.01056,0.0225156,0.0075052,0.0225156,0.0075052,0.0225156,0.0075052,0.0225156,0.0075052
254,26188.8,0.77138,0.47865,0.07591,0.01613,0.78537,0.76884,0.79459,0.60803,1.04264,1.01783,0.10881,0.01106,0.0224859,0.0074953,0.0224859,0.0074953,0.0224859,0.0074953,0.0224859,0.0074953
255,26283.4,0.79188,0.45928,0.07317,0.01786,0.79485,0.75355,0.78766,0.59697,1.03548,1.0516,0.10668,0.00946,0.0224562,0.0074854,0.0224562,0.0074854,0.0224562,0.0074854,0.0224562,0.0074854
256,26377.8,0.78601,0.45457,0.07647,0.01713,0.77364,0.75039,0.78154,0.5906,1.05468,1.01774,0.10804,0.01058,0.0224265,0.0074755,0.0224265,0.0074755,0.0224265,0.0074755,0.0224265,0.0074755
257,26473.3,0.77927,0.46902,0.07887,0.01672,0.80835,0.72196,0.77802,0.59733,1.02993,1.04715,0.10806,0.01109,0.0223968,0.0074656,0.0223968,0.0074656,0.0223968,0.0074656,0.0223968,0.0074656
258,26568.7,0.78655,0.47794,0.07678,0.01614,0.7844,0.75355,0.7855,0.60236,1.0415,1.0613,0.1069,0.00875,0.0223671,0.0074557,0.0223671,0.0074557,0.0223671,0.0074557,0.0223671,0.0074557
259,26663.3,0.78839,0.47781,0.07599,0.01635,0.78562,0.7425,0.77975,0.59011,1.06998,1.11487,0.10784,0.00887,0.0223374,0.0074458,0.0223374,0.0074458,0.0223374,0.0074458,0.0223374,0.0074458
260,26758.9,0.79561,0.47552,0.07514,0.01593,0.75212,0.75829,0.78162,0.59626,1.04042,1.0878,0.10676,0.01084,0.0223077,0.0074359,0.0223077,0.0074359,0.0223077,0.0074359,0.0223077,0.0074359
261,26853.7,0.79639,0.45627,0.07108,0.01815,0.78985,0.74814,0.78001,0.60106,1.04805,1.08387,0.10868,0.01084,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
262,26947.9,0.77446,0.4754,0.07882,0.01525,0.82124,0.73304,0.77288,0.5937,1.08036,1.10325,0.10892,0.01122,0.0222483,0.0074161,0.0222483,0.0074161,0.0222483,0.0074161,0.0222483,0.0074161
263,27042.1,0.7841,0.47493,0.08179,0.01593,0.821,0.71007,0.7652,0.59145,1.0766,1.14747,0.10992,0.01175,0.0222186,0.0074062,0.0222186,0.0074062,0.0222186,0.0074062,0.0222186,0.0074062
264,27136.6,0.79284,0.47127,0.07539,0.01842,0.81694,0.7425,0.79674,0.60954,1.06738,1.09327,0.10869,0.01034,0.0221889,0.0073963,0.0221889,0.0073963,0.0221889,0.0073963,0.0221889,0.0073963
265,27232,0.77995,0.46598,0.07641,0.01568,0.82655,0.72986,0.77925,0.59026,1.10152,1.099,0.10961,0.0136,0.0221592,0.0073864,0.0221592,0.0073864,0.0221592,0.0073864,0.0221592,0.0073864
266,27331.5,0.78547,0.46197,0.08009,0.01574,0.80908,0.76145,0.78841,0.60025,1.08862,1.0757,0.1109,0.01334,0.0221295,0.0073765,0.0221295,0.0073765,0.0221295,0.0073765,0.0221295,0.0073765
267,27427.6,0.76266,0.45688,0.08015,0.01531,0.78431,0.75826,0.78492,0.59884,1.08435,1.08345,0.11959,0.0128,0.0220998,0.0073666,0.0220998,0.0073666,0.0220998,0.0073666,0.0220998,0.0073666
268,27522.5,0.77404,0.47392,0.08185,0.01701,0.79381,0.71768,0.77985,0.59691,1.0662,1.14273,0.11599,0.01083,0.0220701,0.0073567,0.0220701,0.0073567,0.0220701,0.0073567,0.0220701,0.0073567
269,27617.4,0.77148,0.44487,0.07783,0.01682,0.76641,0.75159,0.76197,0.58927,1.07205,1.15836,0.11045,0.01012,0.0220404,0.0073468,0.0220404,0.0073468,0.0220404,0.0073468,0.0220404,0.0073468
270,27711.8,0.7729,0.46338,0.08234,0.01455,0.8119,0.716,0.77305,0.59519,1.06441,1.15793,0.11077,0.01068,0.0220107,0.0073369,0.0220107,0.0073369,0.0220107,0.0073369,0.0220107,0.0073369
271,27811.4,0.76692,0.45888,0.07666,0.01742,0.77042,0.75197,0.76803,0.58686,1.07306,1.12299,0.1197,0.01064,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
272,27905.9,0.75599,0.44328,0.07751,0.01466,0.81635,0.71564,0.77473,0.59481,1.0364,1.13574,0.11835,0.01026,0.0219513,0.0073171,0.0219513,0.0073171,0.0219513,0.0073171,0.0219513,0.0073171
273,28001.3,0.76329,0.45751,0.08602,0.01577,0.76124,0.75039,0.76948,0.59093,1.03182,1.1272,0.12233,0.00989,0.0219216,0.0073072,0.0219216,0.0073072,0.0219216,0.0073072,0.0219216,0.0073072
274,28100.2,0.73962,0.43795,0.08222,0.01643,0.82771,0.73302,0.77582,0.5884,1.05183,1.11895,0.12248,0.0109,0.0218919,0.0072973,0.0218919,0.0072973,0.0218919,0.0072973,0.0218919,0.0072973
275,28198.4,0.77678,0.44101,0.07857,0.01652,0.8069,0.72354,0.76657,0.58725,1.03269,1.19089,0.11651,0.01283,0.0218622,0.0072874,0.0218622,0.0072874,0.0218622,0.0072874,0.0218622,0.0072874
276,28296.2,0.77743,0.44075,0.07911,0.01698,0.81109,0.72196,0.76653,0.59153,1.06466,1.20269,0.11218,0.01425,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775
277,28394.7,0.74727,0.44683,0.07397,0.01525,0.80006,0.73776,0.76724,0.59069,1.07609,1.14806,0.10662,0.01469,0.0218028,0.0072676,0.0218028,0.0072676,0.0218028,0.0072676,0.0218028,0.0072676
278,28492.9,0.75073,0.44885,0.07815,0.0167,0.80185,0.71406,0.75406,0.5823,1.0437,1.21068,0.11438,0.01354,0.0217731,0.0072577,0.0217731,0.0072577,0.0217731,0.0072577,0.0217731,0.0072577
279,28591.2,0.77195,0.46197,0.07723,0.01698,0.81231,0.70774,0.76319,0.58459,1.06558,1.24415,0.11857,0.0112,0.0217434,0.0072478,0.0217434,0.0072478,0.0217434,0.0072478,0.0217434,0.0072478
280,28689.9,0.74222,0.43408,0.08035,0.01522,0.76974,0.75197,0.7736,0.59062,1.09592,1.15092,0.11552,0.01521,0.0217137,0.0072379,0.0217137,0.0072379,0.0217137,0.0072379,0.0217137,0.0072379
281,28788.2,0.75256,0.44384,0.08162,0.01483,0.80586,0.71722,0.77301,0.5895,1.05401,1.15588,0.11363,0.012,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
282,28886.7,0.76958,0.44346,0.07762,0.01711,0.82477,0.74092,0.78109,0.59708,1.05931,1.09435,0.11749,0.00883,0.0216543,0.0072181,0.0216543,0.0072181,0.0216543,0.0072181,0.0216543,0.0072181
283,28985.4,0.73429,0.44428,0.07852,0.01502,0.79871,0.75197,0.77448,0.58973,1.05325,1.13494,0.12648,0.00874,0.0216246,0.0072082,0.0216246,0.0072082,0.0216246,0.0072082,0.0216246,0.0072082
284,29084.3,0.76009,0.45233,0.07934,0.01558,0.77469,0.77132,0.7767,0.58971,1.0399,1.09183,0.12938,0.01027,0.0215949,0.0071983,0.0215949,0.0071983,0.0215949,0.0071983,0.0215949,0.0071983
285,29182.5,0.76168,0.44279,0.08046,0.01848,0.77381,0.77093,0.78101,0.59654,1.0524,1.07189,0.13021,0.01086,0.0215652,0.0071884,0.0215652,0.0071884,0.0215652,0.0071884,0.0215652,0.0071884
286,29281,0.74606,0.4511,0.08563,0.01583,0.80257,0.73618,0.7953,0.61365,1.04398,1.05393,0.12622,0.00827,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785
287,29379.4,0.74461,0.44639,0.07668,0.01449,0.78111,0.77409,0.79022,0.60709,1.04672,1.03791,0.12256,0.00944,0.0215058,0.0071686,0.0215058,0.0071686,0.0215058,0.0071686,0.0215058,0.0071686
288,29477.9,0.736,0.43076,0.08095,0.01546,0.83755,0.72196,0.77295,0.5902,1.05831,1.08405,0.12764,0.01052,0.0214761,0.0071587,0.0214761,0.0071587,0.0214761,0.0071587,0.0214761,0.0071587
289,29576,0.75253,0.44248,0.08714,0.01538,0.81135,0.74882,0.79075,0.61101,1.03625,1.1046,0.12663,0.00841,0.0214464,0.0071488,0.0214464,0.0071488,0.0214464,0.0071488,0.0214464,0.0071488
290,29674.2,0.75103,0.42958,0.08358,0.01579,0.81918,0.76582,0.78572,0.60061,1.06129,1.11185,0.12977,0.00945,0.0214167,0.0071389,0.0214167,0.0071389,0.0214167,0.0071389,0.0214167,0.0071389
291,29773.4,0.7475,0.44235,0.08185,0.01525,0.79215,0.75261,0.76695,0.58819,1.0583,1.13043,0.12493,0.00975,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
292,29871.8,0.72504,0.43051,0.07848,0.01382,0.81951,0.71564,0.77381,0.59977,1.06184,1.1349,0.12469,0.01201,0.0213573,0.0071191,0.0213573,0.0071191,0.0213573,0.0071191,0.0213573,0.0071191
293,29970.1,0.7595,0.4507,0.08066,0.01559,0.83632,0.73456,0.78242,0.59309,1.08732,1.10252,0.1202,0.01344,0.0213276,0.0071092,0.0213276,0.0071092,0.0213276,0.0071092,0.0213276,0.0071092
294,30068.8,0.75155,0.44284,0.0815,0.0146,0.78867,0.73934,0.76602,0.58942,1.05838,1.17783,0.12149,0.01065,0.0212979,0.0070993,0.0212979,0.0070993,0.0212979,0.0070993,0.0212979,0.0070993
295,30167.1,0.75072,0.43612,0.083,0.01601,0.80189,0.73618,0.76896,0.59571,1.03942,1.18428,0.11613,0.01074,0.0212682,0.0070894,0.0212682,0.0070894,0.0212682,0.0070894,0.0212682,0.0070894
296,30264.8,0.74781,0.44873,0.07761,0.01667,0.78095,0.76035,0.78559,0.60175,1.04397,1.06685,0.11898,0.00983,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795
297,30363.3,0.76363,0.47042,0.07759,0.0144,0.78046,0.76378,0.78941,0.61179,1.05042,1.06198,0.1236,0.01057,0.0212088,0.0070696,0.0212088,0.0070696,0.0212088,0.0070696,0.0212088,0.0070696
298,30465.5,0.76239,0.44904,0.08342,0.01613,0.7864,0.76191,0.78301,0.60366,1.06117,1.08059,0.12588,0.01091,0.0211791,0.0070597,0.0211791,0.0070597,0.0211791,0.0070597,0.0211791,0.0070597
299,30564.9,0.75978,0.44067,0.08665,0.01632,0.8067,0.75039,0.78023,0.59942,1.06551,1.07381,0.12177,0.01194,0.0211494,0.0070498,0.0211494,0.0070498,0.0211494,0.0070498,0.0211494,0.0070498
300,30665.1,0.75711,0.43536,0.08129,0.01551,0.79597,0.75829,0.77825,0.60025,1.04979,1.08176,0.12249,0.01015,0.0211197,0.0070399,0.0211197,0.0070399,0.0211197,0.0070399,0.0211197,0.0070399
301,30768.7,0.7413,0.4373,0.07916,0.01521,0.78918,0.76289,0.7777,0.59851,1.05911,1.06242,0.12367,0.01109,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
302,30868.3,0.75346,0.44287,0.08166,0.01658,0.7734,0.74724,0.76927,0.59344,1.08159,1.13853,0.12299,0.01148,0.0210603,0.0070201,0.0210603,0.0070201,0.0210603,0.0070201,0.0210603,0.0070201
303,30968.7,0.75813,0.45299,0.07959,0.0158,0.79309,0.75039,0.78338,0.60309,1.04393,1.14691,0.1216,0.00987,0.0210306,0.0070102,0.0210306,0.0070102,0.0210306,0.0070102,0.0210306,0.0070102
304,31066.9,0.74732,0.42859,0.0792,0.0146,0.80877,0.72986,0.77189,0.59641,1.02478,1.16736,0.12146,0.01053,0.0210009,0.0070003,0.0210009,0.0070003,0.0210009,0.0070003,0.0210009,0.0070003
305,31166.2,0.75083,0.45193,0.07824,0.0162,0.80147,0.71722,0.76834,0.59514,1.02877,1.15166,0.12031,0.01126,0.0209712,0.0069904,0.0209712,0.0069904,0.0209712,0.0069904,0.0209712,0.0069904
306,31268.8,0.70649,0.42717,0.07286,0.01258,0.78447,0.75671,0.76797,0.59833,1.03448,1.16289,0.11729,0.01003,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805
307,31367.9,0.72796,0.42275,0.0741,0.01486,0.82822,0.72986,0.77885,0.60366,1.04216,1.1276,0.10917,0.00946,0.0209118,0.0069706,0.0209118,0.0069706,0.0209118,0.0069706,0.0209118,0.0069706
308,31463.1,0.74797,0.43862,0.07817,0.01487,0.78662,0.74408,0.78038,0.60085,1.06895,1.1147,0.11094,0.01054,0.0208821,0.0069607,0.0208821,0.0069607,0.0208821,0.0069607,0.0208821,0.0069607
309,31558.3,0.74866,0.43754,0.07833,0.01398,0.77934,0.76442,0.7921,0.61394,1.03522,1.08521,0.11285,0.01096,0.0208524,0.0069508,0.0208524,0.0069508,0.0208524,0.0069508,0.0208524,0.0069508
310,31654.2,0.73563,0.44515,0.0715,0.01441,0.79666,0.76748,0.78132,0.6068,1.03263,1.09928,0.11935,0.01243,0.0208227,0.0069409,0.0208227,0.0069409,0.0208227,0.0069409,0.0208227,0.0069409
311,31751,0.74755,0.43827,0.07291,0.01372,0.81579,0.72986,0.77427,0.60535,1.03637,1.15349,0.11185,0.01319,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
312,31846.2,0.74128,0.43456,0.07792,0.01432,0.80021,0.73396,0.7681,0.59304,1.06177,1.21322,0.10982,0.01296,0.0207633,0.0069211,0.0207633,0.0069211,0.0207633,0.0069211,0.0207633,0.0069211
313,31940.2,0.74754,0.4347,0.07503,0.01482,0.77449,0.74871,0.76908,0.59206,1.07332,1.20624,0.10901,0.01058,0.0207336,0.0069112,0.0207336,0.0069112,0.0207336,0.0069112,0.0207336,0.0069112
314,32034.7,0.74244,0.44058,0.08065,0.01475,0.81895,0.72172,0.76054,0.58007,1.06915,1.12619,0.10937,0.00965,0.0207039,0.0069013,0.0207039,0.0069013,0.0207039,0.0069013,0.0207039,0.0069013
315,32129.1,0.76388,0.44232,0.07344,0.01763,0.81256,0.7188,0.77089,0.59354,1.07073,1.1475,0.11005,0.01243,0.0206742,0.0068914,0.0206742,0.0068914,0.0206742,0.0068914,0.0206742,0.0068914
316,32224,0.7336,0.44196,0.07441,0.01619,0.82978,0.72391,0.77186,0.59358,1.04847,1.18951,0.11073,0.01137,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815
317,32318.8,0.77121,0.45713,0.07205,0.01601,0.81785,0.73059,0.79348,0.60874,1.01544,1.10075,0.10991,0.00836,0.0206148,0.0068716,0.0206148,0.0068716,0.0206148,0.0068716,0.0206148,0.0068716
318,32413.1,0.74205,0.44467,0.07612,0.01375,0.80269,0.75513,0.79303,0.61242,0.99434,1.06852,0.11148,0.0085,0.0205851,0.0068617,0.0205851,0.0068617,0.0205851,0.0068617,0.0205851,0.0068617
319,32507.4,0.74734,0.46546,0.07265,0.01633,0.77053,0.77447,0.78354,0.59936,1.02446,1.08236,0.11177,0.00819,0.0205554,0.0068518,0.0205554,0.0068518,0.0205554,0.0068518,0.0205554,0.0068518
320,32601.7,0.75111,0.43458,0.07418,0.01707,0.80673,0.7715,0.79185,0.60455,1.03344,1.05619,0.11034,0.00917,0.0205257,0.0068419,0.0205257,0.0068419,0.0205257,0.0068419,0.0205257,0.0068419
321,32696.7,0.74557,0.45353,0.07351,0.01664,0.80959,0.69036,0.75494,0.58211,1.03455,1.24612,0.11303,0.01043,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
322,32791.1,0.7217,0.42163,0.07639,0.01345,0.80975,0.7267,0.77018,0.59266,1.04347,1.18108,0.11044,0.01032,0.0204663,0.0068221,0.0204663,0.0068221,0.0204663,0.0068221,0.0204663,0.0068221
323,32885.4,0.75187,0.44188,0.07436,0.01626,0.80854,0.73387,0.77175,0.58757,1.05896,1.15096,0.11235,0.01066,0.0204366,0.0068122,0.0204366,0.0068122,0.0204366,0.0068122,0.0204366,0.0068122
324,32979.9,0.72888,0.41421,0.07003,0.01467,0.80758,0.72512,0.76685,0.58898,1.05661,1.16328,0.11635,0.0096,0.0204069,0.0068023,0.0204069,0.0068023,0.0204069,0.0068023,0.0204069,0.0068023
325,33074.8,0.73328,0.4088,0.07386,0.01437,0.78353,0.72619,0.76302,0.58948,1.03507,1.14762,0.11631,0.01028,0.0203772,0.0067924,0.0203772,0.0067924,0.0203772,0.0067924,0.0203772,0.0067924
326,33168.9,0.72573,0.41337,0.07396,0.0152,0.78677,0.74614,0.77946,0.60302,1.01797,1.16232,0.11363,0.01052,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825
327,33264,0.7355,0.43175,0.07403,0.01492,0.78444,0.74408,0.7719,0.59263,1.03906,1.11092,0.11381,0.01022,0.0203178,0.0067726,0.0203178,0.0067726,0.0203178,0.0067726,0.0203178,0.0067726
328,33359,0.72168,0.4279,0.07617,0.01452,0.82758,0.70932,0.78298,0.59724,1.03727,1.13475,0.11781,0.00852,0.0202881,0.0067627,0.0202881,0.0067627,0.0202881,0.0067627,0.0202881,0.0067627
329,33453.1,0.75016,0.43841,0.07458,0.01681,0.82788,0.72188,0.78728,0.60716,1.03182,1.10648,0.11122,0.01086,0.0202584,0.0067528,0.0202584,0.0067528,0.0202584,0.0067528,0.0202584,0.0067528
330,33547.6,0.74681,0.45717,0.0781,0.01398,0.81691,0.73618,0.79541,0.61596,1.0385,1.06416,0.11233,0.01059,0.0202287,0.0067429,0.0202287,0.0067429,0.0202287,0.0067429,0.0202287,0.0067429
331,33642.1,0.73558,0.423,0.07134,0.01462,0.84524,0.7267,0.80366,0.61782,1.03919,1.10161,0.11398,0.01018,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
332,33735.9,0.761,0.44674,0.07754,0.0168,0.81033,0.75197,0.78838,0.59937,1.02753,1.10229,0.11252,0.0102,0.0201693,0.0067231,0.0201693,0.0067231,0.0201693,0.0067231,0.0201693,0.0067231
333,33830.3,0.73504,0.44397,0.07711,0.01617,0.81369,0.71754,0.77689,0.5927,1.04457,1.07815,0.11282,0.01113,0.0201396,0.0067132,0.0201396,0.0067132,0.0201396,0.0067132,0.0201396,0.0067132
334,33925,0.73609,0.4402,0.07714,0.0136,0.82781,0.71564,0.77962,0.6032,1.05964,1.14486,0.1133,0.00961,0.0201099,0.0067033,0.0201099,0.0067033,0.0201099,0.0067033,0.0201099,0.0067033
335,34019.3,0.75424,0.44396,0.07581,0.01537,0.82298,0.70774,0.7747,0.59774,1.05534,1.15456,0.11264,0.01089,0.0200802,0.0066934,0.0200802,0.0066934,0.0200802,0.0066934,0.0200802,0.0066934
336,34114.5,0.72353,0.42064,0.07339,0.01457,0.78649,0.75071,0.77272,0.59585,1.05585,1.16978,0.11021,0.00971,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835
337,34208.7,0.76182,0.43077,0.07413,0.01722,0.79169,0.73247,0.76573,0.59264,1.04533,1.14924,0.10801,0.00858,0.0200208,0.0066736,0.0200208,0.0066736,0.0200208,0.0066736,0.0200208,0.0066736
338,34302.7,0.75486,0.42395,0.07412,0.01693,0.80191,0.7346,0.7609,0.58058,1.07016,1.13524,0.10779,0.01102,0.0199911,0.0066637,0.0199911,0.0066637,0.0199911,0.0066637,0.0199911,0.0066637
339,34396.7,0.74122,0.45697,0.07855,0.0144,0.81451,0.72196,0.76985,0.58416,1.0584,1.10839,0.10863,0.01058,0.0199614,0.0066538,0.0199614,0.0066538,0.0199614,0.0066538,0.0199614,0.0066538
