epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
119,12873.6,0.9154,0.65453,0.08102,0.01937,0.74557,0.7453,0.76466,0.5673,1.10189,0.99878,0.10998,0.01515,0.0264954,0.0088318,0.0264954,0.0088318,0.0264954,0.0088318,0.0264954,0.0088318
120,12972.3,0.91611,0.61525,0.07568,0.02292,0.78262,0.75197,0.79598,0.59324,1.10227,0.96261,0.10253,0.01377,0.0264657,0.0088219,0.0264657,0.0088219,0.0264657,0.0088219,0.0264657,0.0088219
121,13071.1,0.91168,0.63516,0.06945,0.02289,0.74754,0.76249,0.76582,0.56667,1.10518,1.0489,0.09922,0.01916,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
122,13169.8,0.93301,0.61928,0.06699,0.02077,0.77636,0.72196,0.77258,0.57619,1.0648,1.07542,0.1005,0.01159,0.0264063,0.0088021,0.0264063,0.0088021,0.0264063,0.0088021,0.0264063,0.0088021
123,13269.7,0.91716,0.62317,0.06905,0.02325,0.76512,0.74092,0.7826,0.59908,1.04682,1.00783,0.10289,0.01102,0.0263766,0.0087922,0.0263766,0.0087922,0.0263766,0.0087922,0.0263766,0.0087922
124,13376.8,0.88339,0.57301,0.06758,0.02149,0.77938,0.74783,0.79492,0.60048,1.04643,0.98338,0.10348,0.00872,0.0263469,0.0087823,0.0263469,0.0087823,0.0263469,0.0087823,0.0263469,0.0087823
125,13477.9,0.91316,0.59794,0.07283,0.02235,0.8116,0.71248,0.77995,0.58558,1.05224,1.03036,0.10552,0.00941,0.0263172,0.0087724,0.0263172,0.0087724,0.0263172,0.0087724,0.0263172,0.0087724
126,13582.4,0.91303,0.6216,0.07803,0.02268,0.73521,0.75008,0.77178,0.57943,1.07318,1.07667,0.11058,0.01014,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625
127,13681.3,0.90238,0.56705,0.07887,0.02192,0.77865,0.73357,0.78289,0.57413,1.08555,1.02999,0.11308,0.01093,0.0262578,0.0087526,0.0262578,0.0087526,0.0262578,0.0087526,0.0262578,0.0087526
128,13780.3,0.88645,0.59075,0.07821,0.0215,0.79658,0.72986,0.79254,0.58261,1.10269,1.05648,0.1112,0.01106,0.0262281,0.0087427,0.0262281,0.0087427,0.0262281,0.0087427,0.0262281,0.0087427
129,13878.9,0.88333,0.5867,0.08085,0.01894,0.79787,0.703,0.78082,0.58327,1.0723,1.05008,0.1077,0.01225,0.0261984,0.0087328,0.0261984,0.0087328,0.0261984,0.0087328,0.0261984,0.0087328
130,13977.7,0.8871,0.59682,0.07749,0.02026,0.80426,0.7346,0.79422,0.60395,1.03515,1.02663,0.10819,0.01102,0.0261687,0.0087229,0.0261687,0.0087229,0.0261687,0.0087229,0.0261687,0.0087229
131,14078.1,0.90986,0.61616,0.07122,0.0195,0.76933,0.70932,0.75846,0.58031,1.02713,1.09802,0.10687,0.0106,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
132,14184.2,0.90453,0.59715,0.07084,0.02157,0.76986,0.69758,0.75871,0.56709,1.06468,1.118,0.10582,0.01045,0.0261093,0.0087031,0.0261093,0.0087031,0.0261093,0.0087031,0.0261093,0.0087031
133,14291,0.86606,0.56378,0.07297,0.02074,0.7469,0.75522,0.77723,0.5813,1.05576,1.09282,0.10205,0.01128,0.0260796,0.0086932,0.0260796,0.0086932,0.0260796,0.0086932,0.0260796,0.0086932
134,14386.6,0.89481,0.57957,0.07643,0.02156,0.81007,0.71722,0.78891,0.57705,1.09088,1.04664,0.10461,0.01111,0.0260499,0.0086833,0.0260499,0.0086833,0.0260499,0.0086833,0.0260499,0.0086833
135,14482.5,0.87895,0.56429,0.07307,0.0209,0.80135,0.7425,0.77978,0.57617,1.10403,1.07981,0.1053,0.01098,0.0260202,0.0086734,0.0260202,0.0086734,0.0260202,0.0086734,0.0260202,0.0086734
136,14578.7,0.90072,0.57935,0.07806,0.02132,0.79905,0.74124,0.7865,0.58371,1.05948,1.02988,0.1094,0.0099,0.0259905,0.0086635,0.0259905,0.0086635,0.0259905,0.0086635,0.0259905,0.0086635
137,14674.8,0.88725,0.57833,0.07493,0.01993,0.7065,0.77093,0.76606,0.56134,1.08744,1.05826,0.10648,0.00974,0.0259608,0.0086536,0.0259608,0.0086536,0.0259608,0.0086536,0.0259608,0.0086536
138,14770.7,0.91226,0.62093,0.07287,0.02212,0.76264,0.75829,0.77773,0.58975,1.04279,0.97622,0.09962,0.01092,0.0259311,0.0086437,0.0259311,0.0086437,0.0259311,0.0086437,0.0259311,0.0086437
139,14866.8,0.89818,0.60025,0.06972,0.01981,0.75404,0.73144,0.77064,0.58282,1.06812,1.07833,0.10375,0.01315,0.0259014,0.0086338,0.0259014,0.0086338,0.0259014,0.0086338,0.0259014,0.0086338
140,14965.2,0.8637,0.57997,0.07678,0.02014,0.7616,0.72354,0.76841,0.58126,1.05984,1.041,0.11001,0.01001,0.0258717,0.0086239,0.0258717,0.0086239,0.0258717,0.0086239,0.0258717,0.0086239
141,15065.1,0.89797,0.59192,0.07384,0.02017,0.74722,0.75185,0.76693,0.57476,1.07293,1.10938,0.11184,0.01097,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
142,15164.6,0.88237,0.59323,0.07574,0.02071,0.75584,0.75513,0.77489,0.58577,1.08484,1.06663,0.1117,0.01394,0.0258123,0.0086041,0.0258123,0.0086041,0.0258123,0.0086041,0.0258123,0.0086041
143,15264.4,0.88081,0.57931,0.0748,0.02095,0.79673,0.72038,0.7687,0.57854,1.07512,1.05606,0.10908,0.01161,0.0257826,0.0085942,0.0257826,0.0085942,0.0257826,0.0085942,0.0257826,0.0085942
144,15363.8,0.8995,0.58271,0.08036,0.02054,0.78717,0.72453,0.76308,0.56596,1.07274,1.0891,0.11165,0.013,0.0257529,0.0085843,0.0257529,0.0085843,0.0257529,0.0085843,0.0257529,0.0085843
145,15463.9,0.84561,0.55227,0.07878,0.01903,0.78208,0.7346,0.7676,0.57161,1.08889,1.06166,0.12236,0.01161,0.0257232,0.0085744,0.0257232,0.0085744,0.0257232,0.0085744,0.0257232,0.0085744
146,15561.5,0.86846,0.59008,0.08422,0.02001,0.75523,0.75987,0.75805,0.56718,1.09334,1.06143,0.12829,0.0158,0.0256935,0.0085645,0.0256935,0.0085645,0.0256935,0.0085645,0.0256935,0.0085645
147,15661.6,0.88991,0.6,0.07971,0.02017,0.75571,0.75748,0.77222,0.58567,1.07227,0.99592,0.1159,0.00992,0.0256638,0.0085546,0.0256638,0.0085546,0.0256638,0.0085546,0.0256638,0.0085546
148,15762.9,0.86054,0.55533,0.07486,0.01895,0.76119,0.75829,0.76934,0.57492,1.07961,1.11947,0.10505,0.01436,0.0256341,0.0085447,0.0256341,0.0085447,0.0256341,0.0085447,0.0256341,0.0085447
149,15861.9,0.86159,0.5594,0.07793,0.01948,0.78848,0.74789,0.7947,0.59997,1.07006,1.01888,0.11061,0.01065,0.0256044,0.0085348,0.0256044,0.0085348,0.0256044,0.0085348,0.0256044,0.0085348
150,15962.1,0.86135,0.59455,0.0729,0.01895,0.75181,0.75355,0.77074,0.56912,1.09046,1.0112,0.10962,0.00992,0.0255747,0.0085249,0.0255747,0.0085249,0.0255747,0.0085249,0.0255747,0.0085249
151,16060.3,0.86898,0.56039,0.07847,0.01903,0.78669,0.73934,0.77354,0.5824,1.04975,1.03386,0.10899,0.01145,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
152,16159,0.8579,0.56323,0.07522,0.01943,0.80865,0.71436,0.76987,0.58202,1.03811,1.06595,0.11088,0.01017,0.0255153,0.0085051,0.0255153,0.0085051,0.0255153,0.0085051,0.0255153,0.0085051
153,16258,0.86932,0.55484,0.07542,0.02023,0.80144,0.72055,0.77811,0.59231,1.04412,0.99372,0.111,0.01115,0.0254856,0.0084952,0.0254856,0.0084952,0.0254856,0.0084952,0.0254856,0.0084952
154,16356,0.84825,0.58382,0.07322,0.0203,0.76746,0.76642,0.79442,0.60194,1.03973,0.91244,0.10718,0.00882,0.0254559,0.0084853,0.0254559,0.0084853,0.0254559,0.0084853,0.0254559,0.0084853
155,16454.8,0.87409,0.53912,0.07568,0.0185,0.80192,0.72269,0.77759,0.58741,1.03869,1.0262,0.10736,0.00835,0.0254262,0.0084754,0.0254262,0.0084754,0.0254262,0.0084754,0.0254262,0.0084754
156,16553.2,0.83918,0.5315,0.07472,0.01958,0.79295,0.7346,0.79187,0.60291,1.0661,1.06793,0.10927,0.0096,0.0253965,0.0084655,0.0253965,0.0084655,0.0253965,0.0084655,0.0253965,0.0084655
157,16652.3,0.84095,0.54249,0.07828,0.01855,0.76586,0.74411,0.77561,0.5868,1.06728,1.06743,0.11164,0.01059,0.0253668,0.0084556,0.0253668,0.0084556,0.0253668,0.0084556,0.0253668,0.0084556
158,16750.4,0.88734,0.54565,0.0788,0.02097,0.81975,0.72038,0.78722,0.58096,1.08796,1.05554,0.10785,0.01197,0.0253371,0.0084457,0.0253371,0.0084457,0.0253371,0.0084457,0.0253371,0.0084457
159,16850.2,0.86798,0.54943,0.07919,0.02058,0.80835,0.71961,0.77867,0.58455,1.05295,1.03516,0.12346,0.00788,0.0253074,0.0084358,0.0253074,0.0084358,0.0253074,0.0084358,0.0253074,0.0084358
160,16948.3,0.86509,0.55578,0.07987,0.01912,0.8086,0.71564,0.77564,0.58588,1.07147,1.04421,0.12853,0.01076,0.0252777,0.0084259,0.0252777,0.0084259,0.0252777,0.0084259,0.0252777,0.0084259
161,17046.3,0.85383,0.54609,0.07722,0.0212,0.77512,0.75987,0.79716,0.61018,1.03774,1.05115,0.11097,0.01058,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
162,17145.4,0.84986,0.50383,0.0792,0.01854,0.80285,0.74092,0.80438,0.60408,1.04688,1.02331,0.11771,0.00889,0.0252183,0.0084061,0.0252183,0.0084061,0.0252183,0.0084061,0.0252183,0.0084061
163,17244.1,0.84544,0.5419,0.07856,0.01774,0.77501,0.76935,0.79373,0.5991,1.03386,0.98174,0.11238,0.00923,0.0251886,0.0083962,0.0251886,0.0083962,0.0251886,0.0083962,0.0251886,0.0083962
164,17342.9,0.85483,0.54765,0.08106,0.01974,0.82927,0.72512,0.80136,0.60809,1.05973,1.02394,0.11104,0.01063,0.0251589,0.0083863,0.0251589,0.0083863,0.0251589,0.0083863,0.0251589,0.0083863
165,17458.7,0.86823,0.52499,0.07677,0.01978,0.77822,0.76935,0.80756,0.61685,1.05358,1.00314,0.11012,0.01026,0.0251292,0.0083764,0.0251292,0.0083764,0.0251292,0.0083764,0.0251292,0.0083764
166,17559,0.84768,0.54282,0.07397,0.0196,0.80264,0.73618,0.81059,0.61128,1.04691,1.03648,0.10932,0.01074,0.0250995,0.0083665,0.0250995,0.0083665,0.0250995,0.0083665,0.0250995,0.0083665
167,17658.3,0.85309,0.55147,0.07433,0.01858,0.77319,0.74408,0.79681,0.6074,1.03104,1.04291,0.10752,0.0092,0.0250698,0.0083566,0.0250698,0.0083566,0.0250698,0.0083566,0.0250698,0.0083566
168,17757.9,0.85118,0.57091,0.07881,0.02005,0.75537,0.76619,0.7811,0.59698,1.06178,1.00585,0.10773,0.01068,0.0250401,0.0083467,0.0250401,0.0083467,0.0250401,0.0083467,0.0250401,0.0083467
169,17856.6,0.84717,0.54527,0.0752,0.02003,0.7746,0.74377,0.77814,0.59098,1.05298,1.04245,0.10924,0.01052,0.0250104,0.0083368,0.0250104,0.0083368,0.0250104,0.0083368,0.0250104,0.0083368
170,17956.3,0.87044,0.55184,0.0774,0.02036,0.79751,0.75197,0.77841,0.58178,1.06867,1.10871,0.10705,0.01033,0.0249807,0.0083269,0.0249807,0.0083269,0.0249807,0.0083269,0.0249807,0.0083269
171,18055.8,0.87043,0.56374,0.08048,0.02065,0.78935,0.75355,0.77809,0.59092,1.02747,0.98325,0.10566,0.01046,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
172,18154.8,0.85097,0.56981,0.0706,0.02099,0.79008,0.74916,0.77849,0.58808,1.05927,1.0197,0.10688,0.01266,0.0249213,0.0083071,0.0249213,0.0083071,0.0249213,0.0083071,0.0249213,0.0083071
173,18253.9,0.84725,0.53431,0.07507,0.01961,0.79855,0.75671,0.79674,0.61219,1.02015,0.98244,0.11038,0.00794,0.0248916,0.0082972,0.0248916,0.0082972,0.0248916,0.0082972,0.0248916,0.0082972
174,18356.8,0.86841,0.5527,0.07629,0.02034,0.79848,0.71984,0.77537,0.5931,1.03625,1.07619,0.11006,0.0084,0.0248619,0.0082873,0.0248619,0.0082873,0.0248619,0.0082873,0.0248619,0.0082873
175,18452.9,0.83878,0.52942,0.07734,0.01948,0.78769,0.7425,0.77684,0.59872,1.0161,1.09632,0.10955,0.01048,0.0248322,0.0082774,0.0248322,0.0082774,0.0248322,0.0082774,0.0248322,0.0082774
176,18549.7,0.84437,0.54175,0.08478,0.01938,0.80838,0.75039,0.79196,0.61086,1.03078,1.02582,0.11851,0.00993,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675
177,18650.1,0.84647,0.52842,0.08648,0.01771,0.80987,0.73776,0.78237,0.60303,1.02199,1.02064,0.12037,0.00812,0.0247728,0.0082576,0.0247728,0.0082576,0.0247728,0.0082576,0.0247728,0.0082576
178,18783.6,0.84803,0.57145,0.08429,0.02007,0.81924,0.74092,0.79044,0.60739,1.00923,0.95687,0.11797,0.00956,0.0247431,0.0082477,0.0247431,0.0082477,0.0247431,0.0082477,0.0247431,0.0082477
179,18890.5,0.84047,0.52574,0.08202,0.01914,0.81296,0.74408,0.79387,0.59935,1.0208,0.99918,0.11724,0.00894,0.0247134,0.0082378,0.0247134,0.0082378,0.0247134,0.0082378,0.0247134,0.0082378
180,18991.1,0.86268,0.57472,0.08211,0.0199,0.79458,0.73618,0.76574,0.58281,1.04746,1.02503,0.11956,0.00952,0.0246837,0.0082279,0.0246837,0.0082279,0.0246837,0.0082279,0.0246837,0.0082279
181,19091.6,0.84245,0.52489,0.08472,0.01884,0.79859,0.73285,0.78258,0.58662,1.06995,1.04583,0.122,0.01055,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
182,19191.7,0.86041,0.5355,0.0827,0.01889,0.80649,0.74882,0.76995,0.58045,1.09917,1.08382,0.1231,0.01113,0.0246243,0.0082081,0.0246243,0.0082081,0.0246243,0.0082081,0.0246243,0.0082081
183,19291.3,0.84498,0.53337,0.07855,0.01901,0.792,0.71581,0.76963,0.57673,1.05811,1.07312,0.12166,0.01078,0.0245946,0.0081982,0.0245946,0.0081982,0.0245946,0.0081982,0.0245946,0.0081982
184,19391.5,0.84087,0.53851,0.08054,0.02026,0.78065,0.7109,0.76051,0.57611,1.0562,1.13258,0.11519,0.01157,0.0245649,0.0081883,0.0245649,0.0081883,0.0245649,0.0081883,0.0245649,0.0081883
185,19496.3,0.84228,0.55208,0.07506,0.01884,0.76889,0.74092,0.77128,0.58557,1.01635,1.11204,0.10953,0.00964,0.0245352,0.0081784,0.0245352,0.0081784,0.0245352,0.0081784,0.0245352,0.0081784
186,19596.9,0.83735,0.53801,0.08164,0.0174,0.78999,0.77251,0.7912,0.60357,1.03995,1.07308,0.11276,0.01073,0.0245055,0.0081685,0.0245055,0.0081685,0.0245055,0.0081685,0.0245055,0.0081685
187,19696,0.83543,0.51052,0.07631,0.0192,0.79139,0.7267,0.7642,0.57579,1.062,1.05728,0.10983,0.01009,0.0244758,0.0081586,0.0244758,0.0081586,0.0244758,0.0081586,0.0244758,0.0081586
188,19796,0.83627,0.54914,0.07155,0.01895,0.75927,0.75513,0.76919,0.57678,1.07275,1.06606,0.10881,0.01115,0.0244461,0.0081487,0.0244461,0.0081487,0.0244461,0.0081487,0.0244461,0.0081487
189,19896.4,0.84604,0.54064,0.07296,0.01839,0.77326,0.74092,0.77713,0.59531,1.05511,1.10008,0.11103,0.00985,0.0244164,0.0081388,0.0244164,0.0081388,0.0244164,0.0081388,0.0244164,0.0081388
190,20001.3,0.82854,0.53925,0.07986,0.01783,0.80873,0.72828,0.78476,0.60228,1.04595,1.10265,0.11005,0.00961,0.0243867,0.0081289,0.0243867,0.0081289,0.0243867,0.0081289,0.0243867,0.0081289
191,20099.8,0.82824,0.53137,0.07525,0.01747,0.80162,0.74882,0.78475,0.59359,1.06557,1.06517,0.10955,0.00863,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
192,20199.2,0.84955,0.52942,0.08112,0.01831,0.78859,0.73618,0.77982,0.58827,1.0446,1.04837,0.10906,0.0082,0.0243273,0.0081091,0.0243273,0.0081091,0.0243273,0.0081091,0.0243273,0.0081091
193,20300.9,0.83128,0.52864,0.0765,0.01788,0.79446,0.73144,0.77767,0.58673,1.04561,1.11239,0.1101,0.0089,0.0242976,0.0080992,0.0242976,0.0080992,0.0242976,0.0080992,0.0242976,0.0080992
194,20398.6,0.8383,0.5433,0.08061,0.01903,0.75428,0.76777,0.77744,0.58351,1.05848,1.04533,0.11912,0.00994,0.0242679,0.0080893,0.0242679,0.0080893,0.0242679,0.0080893,0.0242679,0.0080893
195,20496.5,0.81571,0.5209,0.08206,0.01854,0.80818,0.71883,0.7784,0.58767,1.07563,1.06062,0.12157,0.00935,0.0242382,0.0080794,0.0242382,0.0080794,0.0242382,0.0080794,0.0242382,0.0080794
196,20594.1,0.82952,0.53198,0.07837,0.01679,0.7892,0.70974,0.76229,0.57312,1.06702,1.10776,0.11195,0.01005,0.0242085,0.0080695,0.0242085,0.0080695,0.0242085,0.0080695,0.0242085,0.0080695
197,20691.3,0.823,0.54864,0.07813,0.01693,0.80886,0.71533,0.75271,0.57655,1.04397,1.09694,0.11988,0.01156,0.0241788,0.0080596,0.0241788,0.0080596,0.0241788,0.0080596,0.0241788,0.0080596
198,20788.7,0.83051,0.5414,0.07849,0.01754,0.81577,0.72196,0.78552,0.59776,1.066,1.03615,0.11167,0.01104,0.0241491,0.0080497,0.0241491,0.0080497,0.0241491,0.0080497,0.0241491,0.0080497
199,20886.3,0.81623,0.51281,0.07776,0.0165,0.79547,0.76777,0.77961,0.59036,1.05403,1.05457,0.11314,0.0108,0.0241194,0.0080398,0.0241194,0.0080398,0.0241194,0.0080398,0.0241194,0.0080398
200,20984.6,0.82458,0.52318,0.07781,0.01855,0.79805,0.76163,0.77573,0.57131,1.10041,1.05066,0.11049,0.0125,0.0240897,0.0080299,0.0240897,0.0080299,0.0240897,0.0080299,0.0240897,0.0080299
201,21082.3,0.81981,0.51444,0.0722,0.01993,0.74516,0.74724,0.75348,0.56451,1.09373,1.11637,0.10227,0.01241,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
202,21180.2,0.82783,0.50343,0.07026,0.01853,0.75859,0.73776,0.75595,0.5717,1.05031,1.15664,0.09908,0.0122,0.0240303,0.0080101,0.0240303,0.0080101,0.0240303,0.0080101,0.0240303,0.0080101
203,21287.3,0.83096,0.52095,0.07343,0.01763,0.77046,0.72354,0.76147,0.57634,1.08557,1.11538,0.10248,0.01259,0.0240006,0.0080002,0.0240006,0.0080002,0.0240006,0.0080002,0.0240006,0.0080002
204,21385.5,0.82277,0.53879,0.07112,0.01698,0.74195,0.71769,0.74453,0.55461,1.13548,1.16108,0.10757,0.01114,0.0239709,0.0079903,0.0239709,0.0079903,0.0239709,0.0079903,0.0239709,0.0079903
205,21483.4,0.83115,0.53052,0.07645,0.01867,0.76743,0.72038,0.75279,0.55763,1.1124,1.15204,0.11713,0.01562,0.0239412,0.0079804,0.0239412,0.0079804,0.0239412,0.0079804,0.0239412,0.0079804
206,21581.5,0.82763,0.50193,0.07787,0.01756,0.77131,0.69826,0.76145,0.57495,1.06153,1.1952,0.10967,0.01181,0.0239115,0.0079705,0.0239115,0.0079705,0.0239115,0.0079705,0.0239115,0.0079705
207,21679.1,0.81976,0.51403,0.07844,0.01874,0.76458,0.72857,0.75425,0.56773,1.05872,1.21965,0.10672,0.01131,0.0238818,0.0079606,0.0238818,0.0079606,0.0238818,0.0079606,0.0238818,0.0079606
208,21777.1,0.82763,0.49,0.07755,0.01992,0.78356,0.73934,0.77318,0.58881,1.04966,1.14344,0.11178,0.01166,0.0238521,0.0079507,0.0238521,0.0079507,0.0238521,0.0079507,0.0238521,0.0079507
209,21875.4,0.81862,0.49398,0.07769,0.02107,0.80109,0.74092,0.77148,0.58741,1.04674,1.11751,0.10989,0.01138,0.0238224,0.0079408,0.0238224,0.0079408,0.0238224,0.0079408,0.0238224,0.0079408
210,21974.2,0.81032,0.51196,0.07704,0.0176,0.80997,0.76088,0.78792,0.59162,1.03656,1.05167,0.11048,0.0108,0.0237927,0.0079309,0.0237927,0.0079309,0.0237927,0.0079309,0.0237927,0.0079309
211,22072.7,0.82819,0.50869,0.07957,0.01746,0.80385,0.72196,0.7909,0.59981,1.01888,1.08471,0.11189,0.00992,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
212,22170.6,0.80313,0.48212,0.07448,0.01748,0.79531,0.75671,0.78237,0.59409,1.01649,1.10292,0.1039,0.01055,0.0237333,0.0079111,0.0237333,0.0079111,0.0237333,0.0079111,0.0237333,0.0079111
213,22268.9,0.81855,0.49424,0.06978,0.0201,0.74403,0.78064,0.78081,0.58637,1.05039,1.09982,0.10666,0.0105,0.0237036,0.0079012,0.0237036,0.0079012,0.0237036,0.0079012,0.0237036,0.0079012
214,22367.1,0.8194,0.52835,0.07796,0.02016,0.77644,0.7346,0.77911,0.59322,1.02185,1.11373,0.10553,0.01237,0.0236739,0.0078913,0.0236739,0.0078913,0.0236739,0.0078913,0.0236739,0.0078913
215,22467.6,0.82677,0.51612,0.07538,0.019,0.79921,0.73571,0.77938,0.58871,1.03516,1.10177,0.10329,0.00942,0.0236442,0.0078814,0.0236442,0.0078814,0.0236442,0.0078814,0.0236442,0.0078814
216,22564.2,0.81156,0.49966,0.07642,0.01775,0.77627,0.73144,0.77245,0.5808,1.06168,1.10744,0.10467,0.01018,0.0236145,0.0078715,0.0236145,0.0078715,0.0236145,0.0078715,0.0236145,0.0078715
217,22658.1,0.80048,0.49851,0.07242,0.01841,0.76236,0.7602,0.7758,0.58209,1.05495,1.04603,0.11069,0.01037,0.0235848,0.0078616,0.0235848,0.0078616,0.0235848,0.0078616,0.0235848,0.0078616
218,22752.5,0.79127,0.50175,0.07457,0.01529,0.80401,0.73232,0.77839,0.59177,1.04826,1.1244,0.10871,0.01134,0.0235551,0.0078517,0.0235551,0.0078517,0.0235551,0.0078517,0.0235551,0.0078517
219,22847.1,0.79901,0.50268,0.07582,0.01865,0.80891,0.7423,0.79058,0.60325,1.05345,0.97534,0.10616,0.0119,0.0235254,0.0078418,0.0235254,0.0078418,0.0235254,0.0078418,0.0235254,0.0078418
220,22941.4,0.7997,0.49187,0.07407,0.01537,0.7928,0.73934,0.77685,0.59839,1.02441,1.05755,0.10688,0.01143,0.0234957,0.0078319,0.0234957,0.0078319,0.0234957,0.0078319,0.0234957,0.0078319
221,23036.2,0.78418,0.49048,0.07069,0.01543,0.76832,0.74566,0.77354,0.59685,1.0322,1.14881,0.10856,0.01033,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
222,23131.1,0.81642,0.50547,0.07576,0.01911,0.81814,0.71248,0.78706,0.59673,1.07705,1.12331,0.1138,0.01374,0.0234363,0.0078121,0.0234363,0.0078121,0.0234363,0.0078121,0.0234363,0.0078121
223,23225.6,0.81078,0.49525,0.0866,0.01701,0.78039,0.75355,0.76473,0.58527,1.01112,1.10123,0.11481,0.01155,0.0234066,0.0078022,0.0234066,0.0078022,0.0234066,0.0078022,0.0234066,0.0078022
224,23320.5,0.81882,0.52065,0.07696,0.01754,0.78826,0.75039,0.76679,0.57565,1.05922,1.10735,0.11364,0.0106,0.0233769,0.0077923,0.0233769,0.0077923,0.0233769,0.0077923,0.0233769,0.0077923
225,23415,0.82729,0.48849,0.07617,0.01962,0.75888,0.75987,0.76868,0.58058,1.06848,1.10026,0.11084,0.01299,0.0233472,0.0077824,0.0233472,0.0077824,0.0233472,0.0077824,0.0233472,0.0077824
226,23509,0.82181,0.48016,0.07613,0.01884,0.77597,0.77567,0.79283,0.59591,1.05456,1.04967,0.10915,0.01128,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725
227,23603.5,0.79269,0.48214,0.079,0.01613,0.79011,0.74334,0.77522,0.59732,1.03603,1.09323,0.10903,0.01052,0.0232878,0.0077626,0.0232878,0.0077626,0.0232878,0.0077626,0.0232878,0.0077626
228,23697.9,0.79447,0.4929,0.08224,0.01496,0.83763,0.70903,0.77352,0.6037,1.02445,1.18735,0.11272,0.01153,0.0232581,0.0077527,0.0232581,0.0077527,0.0232581,0.0077527,0.0232581,0.0077527
229,23792.3,0.82415,0.49574,0.08464,0.01899,0.80018,0.74408,0.78875,0.60885,1.05516,1.11649,0.10848,0.01069,0.0232284,0.0077428,0.0232284,0.0077428,0.0232284,0.0077428,0.0232284,0.0077428
230,23886.5,0.78822,0.48374,0.07984,0.01686,0.79548,0.74964,0.78226,0.60378,1.05021,1.15854,0.10946,0.01098,0.0231987,0.0077329,0.0231987,0.0077329,0.0231987,0.0077329,0.0231987,0.0077329
231,23981.2,0.80236,0.48416,0.0786,0.01737,0.79244,0.72986,0.76897,0.59079,1.01291,1.22862,0.11005,0.00863,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
232,24075.9,0.78982,0.48128,0.07798,0.01648,0.78206,0.73694,0.76021,0.58002,1.07521,1.21477,0.12635,0.01092,0.0231393,0.0077131,0.0231393,0.0077131,0.0231393,0.0077131,0.0231393,0.0077131
233,24174.8,0.80664,0.49512,0.08317,0.02041,0.81407,0.74724,0.79742,0.59986,1.07955,1.1296,0.12472,0.01178,0.0231096,0.0077032,0.0231096,0.0077032,0.0231096,0.0077032,0.0231096,0.0077032
234,24274.1,0.80007,0.47717,0.08403,0.01729,0.78478,0.78343,0.79162,0.60139,1.06346,1.10458,0.11886,0.0116,0.0230799,0.0076933,0.0230799,0.0076933,0.0230799,0.0076933,0.0230799,0.0076933
235,24372.4,0.79,0.50446,0.07747,0.01691,0.81967,0.73302,0.77844,0.5966,1.04329,1.11718,0.11351,0.0104,0.0230502,0.0076834,0.0230502,0.0076834,0.0230502,0.0076834,0.0230502,0.0076834
236,24470.5,0.78428,0.49828,0.082,0.01713,0.80437,0.74092,0.78206,0.60396,1.05618,1.08622,0.10804,0.01137,0.0230205,0.0076735,0.0230205,0.0076735,0.0230205,0.0076735,0.0230205,0.0076735
237,24568.7,0.78599,0.4953,0.07907,0.01664,0.79952,0.73618,0.77094,0.59301,1.04704,1.08878,0.11079,0.00948,0.0229908,0.0076636,0.0229908,0.0076636,0.0229908,0.0076636,0.0229908,0.0076636
238,24667.3,0.80342,0.50872,0.08074,0.01666,0.79714,0.73873,0.78326,0.60626,1.05397,1.07028,0.11349,0.01009,0.0229611,0.0076537,0.0229611,0.0076537,0.0229611,0.0076537,0.0229611,0.0076537
239,24762.3,0.80244,0.50358,0.08178,0.01855,0.84284,0.72986,0.7904,0.61952,1.03622,1.0969,0.11967,0.01057,0.0229314,0.0076438,0.0229314,0.0076438,0.0229314,0.0076438,0.0229314,0.0076438
